"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.21696758270264,1,1.35754752159119
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.11890554428101,1,0.733376026153564
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.3672366142273,1,0.779146909713745
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.27151799201965,1,0.698655366897583
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",1,0,1,NA,1,1.15418529510498,1,0.693207740783691
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",1,0.2,1,NA,1,1.11143183708191,1,0.722558259963989
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",1,0.4,1,NA,1,1.1752347946167,1,0.680235862731934
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",1,0.6,1,NA,1,1.12927770614624,1,0.717544317245483
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",1,0.8,1,NA,1,1.28159618377686,1,0.676111698150635
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0,0,1,NA,0,1.07408738136292,0,0.700601100921631
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0,0.2,1,NA,0,1.53433752059937,0,0.695245981216431
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0,0.4,1,NA,0,1.08568382263184,0,0.734078168869019
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0,0.6,1,NA,0.001,1.17005515098572,0,0.67827558517456
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.07060265541077,0,1.08690333366394
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.2,0,1,NA,0.735,1.08112645149231,0.697,0.717864036560059
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.2,0.2,1,NA,0.681,1.12138342857361,0.465,0.714573383331299
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.2,0.4,1,NA,0.491,1.08339071273804,0.259,0.712458848953247
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.2,0.6,1,NA,0.379,1.08617305755615,0.175,0.742083549499512
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.2,0.8,1,NA,0.28,1.09426045417786,0.127,0.945642948150635
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.4,0,1,NA,1,1.08866143226624,1,0.715255737304688
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.4,0.2,1,NA,1,1.12868571281433,1,0.695530652999878
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.4,0.4,1,NA,1,1.364661693573,0.998,0.719949245452881
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.4,0.6,1,NA,0.998,1.12498497962952,0.989,0.696493148803711
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.4,0.8,1,NA,0.994,1.11629199981689,0.956,0.734938383102417
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.6,0,1,NA,1,1.21799278259277,1,0.743158340454102
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.6,0.2,1,NA,1,1.13740611076355,1,0.819556474685669
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.6,0.4,1,NA,1,1.14970374107361,1,0.720853328704834
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.6,0.6,1,NA,1,1.16215634346008,1,0.708535194396973
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.6,0.8,1,NA,1,1.14889073371887,1,0.742818593978882
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.8,0,1,NA,1,1.12390184402466,1,0.756027221679688
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.8,0.2,1,NA,1,1.10884785652161,1,0.69583249092102
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.8,0.4,1,NA,1,1.10304737091064,1,0.714007616043091
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.8,0.6,1,NA,1,1.33533906936646,1,0.716209411621094
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0.8,0.8,1,NA,1,1.17825531959534,1,0.698583602905273
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",1,0,1,NA,1,1.10659265518188,1,0.695296049118042
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",1,0.2,1,NA,1,1.04389977455139,1,0.71425461769104
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",1,0.4,1,NA,1,1.06711649894714,1,0.715320825576782
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",1,0.6,1,NA,1,1.15896606445312,1,0.696735143661499
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",1,0.8,1,NA,1,1.19626235961914,1,0.680060386657715
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0,0,1,NA,0.001,1.10458946228027,0,0.653753757476807
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0,0.2,1,NA,0.001,1.06615352630615,0,0.692791223526001
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0,0.4,1,NA,0.001,1.1800856590271,0,0.659339904785156
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0,0.6,1,NA,0.001,1.14057993888855,0,0.679508209228516
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0,0.8,1,NA,0.001,1.11080932617188,0,0.689790725708008
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.2,0,1,NA,1,1.10358238220215,1,0.703081846237183
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.2,0.2,1,NA,0.999,1.37510585784912,1,0.725785732269287
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.2,0.4,1,NA,0.998,1.08811068534851,0.999,0.715585231781006
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.2,0.6,1,NA,0.985,1.13388752937317,0.995,1.09124541282654
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.2,0.8,1,NA,0.956,1.16616225242615,0.997,0.679943799972534
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.4,0,1,NA,1,1.13270497322083,1,0.700341939926147
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.11545467376709,1,0.678420782089233
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.07833647727966,1,0.7251877784729
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.19633650779724,1,0.940401077270508
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.30350971221924,1,0.694721460342407
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.6,0,1,NA,1,1.13139128684998,1,0.703910112380981
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.08817458152771,1,0.702885866165161
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.14500427246094,1,0.706843137741089
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.16921424865723,1,0.681808710098267
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.5501344203949,1,0.717378377914429
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.8,0,1,NA,1,1.12663960456848,1,0.701725006103516
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.39488530158997,1,0.682785511016846
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.17419981956482,1,0.679875135421753
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.32903814315796,1,0.74316143989563
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.29980897903442,1,0.708770751953125
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",1,0,1,NA,1,1.11942267417908,1,0.722372055053711
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",1,0.2,1,NA,1,1.13086175918579,1,0.747087001800537
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",1,0.4,1,NA,1,1.16539573669434,1,0.66449785232544
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",1,0.6,1,NA,1,1.14424419403076,1,0.684508323669434
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"unequal",1,0.8,1,NA,1,1.31065583229065,1,0.701975584030151
